,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/4/2018 10:27:39
,     Stop Time: ~1/4/2018 11:27:39


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di11_S, Di11_H, Di12_S, Di12_H, Vi13_S, Vi13_H, Vi14_H, Vi14_S, Ri11_H, Ri11_S, Ri12_H, Ri12_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,24.00,3838.00,76.00,5739.00,118.00,1136.00,

 11:10:11
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,24.00,3838.00,76.00,5739.00,119.00,1136.00,

 11:10:41
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,24.00,3838.00,76.00,5739.00,124.00,1136.00,

 11:11:11
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,24.00,3838.00,76.00,5739.00,126.00,1136.00,

 11:11:41
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00,0.00,3.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,24.00,3906.00,76.00,5739.00,129.00,1136.00,

 11:12:11
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,4.00,0.00,0.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,24.00,3952.00,80.00,5739.00,129.00,1136.00,

 11:12:41
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.00,0.00,0.00,0.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,24.00,4091.00,80.00,5739.00,129.00,1136.00,

 11:13:11
